27/11 17:11,1.4114187838995147
27/11 17:12,1.4114187838995147
27/11 17:13,1.408760744758461
27/11 17:14,1.408760744758461
27/11 17:15,1.4061027056174074
27/11 17:16,1.4061027056174074
27/11 17:17,1.4034446664763536
27/11 17:18,1.4034446664763536
27/11 17:19,1.4034446664763536
27/11 17:20,1.4007866273352998
27/11 17:21,1.3981285881942462
27/11 17:22,1.3954705490531925
27/11 17:23,1.3954705490531925
27/11 17:24,1.3954705490531925
27/11 17:25,1.392812509912139
27/11 17:26,1.3901544707710851
27/11 17:27,1.3901544707710851
27/11 17:28,1.3901544707710851
27/11 17:29,1.3874964316300313
27/11 17:30,1.3848383924889778
27/11 17:31,1.382180353347924
27/11 17:32,1.382180353347924
27/11 17:33,1.382180353347924
27/11 17:34,1.3795223142068702
27/11 17:35,1.3795223142068702
27/11 17:36,1.3768642750658167
27/11 17:37,1.3768642750658167
27/11 17:38,1.3742062359247629
27/11 17:39,1.371548196783709
27/11 17:40,1.3742062359247629
27/11 17:41,1.371548196783709
27/11 17:42,1.371548196783709
27/11 17:43,1.3688901576426555
27/11 17:44,1.3688901576426555
27/11 17:45,1.3688901576426555
27/11 17:47,1.3662321185016018
27/11 17:48,1.3635740793605482
27/11 17:49,1.3635740793605482
27/11 17:50,1.3609160402194944
27/11 17:51,1.3609160402194944
27/11 17:52,1.3609160402194944
27/11 17:53,1.3609160402194944
27/11 17:54,1.3582580010784406
27/11 17:55,1.355599961937387
27/11 17:56,1.355599961937387
27/11 17:57,1.355599961937387
27/11 17:58,1.3529419227963333
27/11 17:59,1.3502838836552795
27/11 18:00,1.3502838836552795
27/11 18:01,1.3502838836552795
27/11 18:02,1.3502838836552795
27/11 18:03,1.347625844514226
27/11 18:04,1.3502838836552795
27/11 18:05,1.3449678053731722
27/11 18:06,1.3449678053731722
27/11 18:07,1.3449678053731722
27/11 18:08,1.3423097662321184
27/11 18:09,1.3423097662321184
27/11 18:10,1.3423097662321184
27/11 18:11,1.3423097662321184
27/11 18:12,1.3396517270910648
27/11 18:13,1.3396517270910648
27/11 18:14,1.336993687950011
27/11 18:15,1.3396517270910648
27/11 18:16,1.336993687950011
27/11 18:17,1.336993687950011
27/11 18:18,1.336993687950011
27/11 18:19,1.3343356488089575
27/11 18:20,1.3316776096679037
27/11 18:21,1.3316776096679037
27/11 18:22,1.3316776096679037
27/11 18:23,1.3316776096679037
27/11 18:24,1.32901957052685
27/11 18:25,1.3263615313857964
27/11 18:25,1.3263615313857964
27/11 18:26,1.32901957052685
27/11 18:27,1.3263615313857964
27/11 18:28,1.3263615313857964
27/11 18:29,1.3263615313857964
27/11 18:30,1.3237034922447426
27/11 18:31,1.3237034922447426
27/11 18:32,1.3237034922447426
27/11 18:33,1.3210454531036888
27/11 18:34,1.3210454531036888
27/11 18:35,1.3183874139626353
27/11 18:36,1.3183874139626353
27/11 18:37,1.3183874139626353
27/11 18:38,1.3183874139626353
27/11 18:39,1.3157293748215815
27/11 18:40,1.3157293748215815
27/11 18:41,1.3157293748215815
27/11 18:42,1.3157293748215815
27/11 18:43,1.3157293748215815
27/11 18:44,1.3130713356805277
